customer_id,customer_name,transaction_date,amount
057a4962-51a5-4efd-a421-546b0c267f9d,Jordan Ware,2024-05-26,31398
4dc0af4c-84b0-4dce-a3b3-67472d6857ec,April Harrison,2024-06-25,58790
eaa2fdcf-2d12-4f73-8e7c-96333fc683aa,Gary Stewart,2024-09-18,11513
1626db88-1bb0-4fe2-8971-51f31fcf0d97,Debra Spencer,2024-05-02,57121
8ca1b224-d091-4bc0-b24a-1813b8dd954a,Jennifer Moore,2024-09-06,544
d1c4ea90-3bf3-4c15-8a71-c8a2721ebd30,Veronica Miller,2024-07-04,27885
ff097085-24b4-4616-ade7-d6c22fbc67a1,David Cook,2024-07-06,84930
d85199e1-0ec1-4972-b113-aafdbc02fc12,Jodi Young,2024-03-23,30928
d670c4a3-2901-4881-b70a-402b2c319a9e,Marc Moon,2024-08-18,85434
bffa0e5d-cb3c-4436-bd29-f0187679bbee,Jacob Cole,2024-04-25,50932
363312f7-55b7-4fae-b1ca-0a982b6c3275,Becky Olson,2024-09-11,62636
b57e6934-09ea-4660-b361-49f2f69de30c,Clinton Mclean,2024-04-14,81327
2e62ea15-48b3-489e-abc3-6f456268afa3,Traci Spencer,2024-02-20,48243
8f7707e5-709e-4884-81e6-923d097095d6,Krista Sweeney,2024-03-16,26383
ac262891-336b-41cc-8e9f-3a8e84c223d7,James Harris,2024-05-12,63745
c8131ceb-fdd3-4083-ac59-030d15b0d130,Harold Gibson,2024-05-01,17926
5d647686-2114-4090-93ec-6b949dd51cfb,John Gonzalez,2024-06-04,67899
620fc39f-5437-4fa3-91ed-289c3d382233,Tammy Young,2024-07-04,39801
7ae334b7-aaf3-4d45-8328-618198138bf1,Matthew Castaneda,2024-06-28,89639
81851119-c007-4805-9f60-562231a660a6,Shannon Walker,2024-01-01,2873
81fe7c2f-a756-4dbd-a67f-e736a0dd3a3c,Ryan Howard,2024-03-09,84095
2d4bad38-e919-4679-b0b9-1921a062a1cc,Jessica Patel,2024-02-11,36970
8674c273-99b4-4c6c-aba0-d7de0c2c3b71,Claudia Delacruz,2024-01-01,54479
59b5f1a3-a28b-4e51-9ad4-e226d2506913,Adam Lawrence,2024-04-21,75928
bc019509-e2b6-4ae8-a1aa-18b44f8b06a1,Randall Henderson,2024-09-12,34662
5c432fd2-0bfb-44c7-84c4-8cacc8be7306,Jose Gordon,2024-07-27,90880
1fbffa81-9001-4cad-8d31-a31ae3ee106a,Paul Lane,2024-02-04,92065
e9fd93ba-d168-47d2-87b1-7d9f926ba563,Elizabeth Watson,2024-03-16,51183
3dee600e-2474-442b-8b44-688f6d36831d,Kimberly Gutierrez,2024-03-14,93621
b7c8ad06-3710-456e-8f12-0d278268a997,Timothy Brown,2024-03-06,47531
378e52f0-b841-4f80-8e53-ca456f4501c1,Johnny Young,2024-05-17,26693
2cef0e32-9294-4585-87e3-b98db660948e,Benjamin Delacruz,2024-01-28,36826
d0fe2a69-f5f0-43c8-9f1d-540a239d33ce,John Padilla,2024-07-07,69303
92c60959-5ae2-4322-a651-ca00c133d040,Dr. Katherine Lowe DDS,2024-07-19,18304
0aee2d91-695f-49eb-a6d1-0f2b0d445caf,Shelby Williams,2024-01-18,58672
2f992083-c78d-42b8-bf5c-940f0658aae2,Ray Beck,2024-01-14,79831
1246a270-bf42-4a33-abf5-25b3c60ce13b,Jordan Newman,2024-08-06,92744
4eda7450-88cf-4aeb-9aeb-18c8dbb3b99c,Bernard Washington,2024-01-30,9428
1efd79ec-11de-4715-b4cc-c80812352825,Jason Nelson,2024-09-03,47024
84ce6ae8-9214-4565-bb65-a3d5a6bbfe6c,Heather Adams,2024-04-24,47862
c06ce448-677f-4106-9836-f5ffeef5c69e,Christopher Weeks,2024-04-25,20546
2d11612e-74d8-43a6-af20-5449cabd3e93,Rachel Foster,2024-09-07,74123
7235b619-19ce-4f30-9b50-1da814f5851b,Brian Dunn,2024-06-20,81074
008d6844-400a-4676-8f93-cf6e79bbade3,Jennifer Ware,2024-02-09,17340
857aa617-6c87-42bd-a225-29b2e45243dd,Jorge Weiss,2024-05-23,7102
42496a37-5fc1-4e89-929a-5d5f2d6ab99a,Arthur Collins,2024-03-10,93091
a73e1c37-872d-4e38-8f3d-193a1fbdbc94,Bruce Johnson,2024-06-25,38292
3bf05e37-6cf3-4689-9761-fc7f4c1d3c6e,Thomas Kramer,2024-09-02,98217
e401500a-3cfd-4711-b1a8-56fcb3d70774,Kayla Johnson,2024-05-13,45427
b82b407f-4c29-44b8-8c21-4e00bc58f817,Mr. Stephen Lee,2024-02-13,88869
f19ba12f-f9be-4636-a08c-1c7ac007792d,Natalie Pacheco,2024-03-28,46485
2c35db99-30f5-43f6-a874-25fe3471b75f,Tammy Gibson,2024-05-05,85538
090b3305-31bb-42ea-b5ac-2762a1f59fd3,Michelle Robertson,2024-05-30,61778
15902689-1c4f-47d2-a782-aee45e176309,Wendy Hall,2024-07-23,83115
6bd4fb27-f0fa-4338-81af-dd10a5339ca3,Elizabeth Perry,2024-01-23,13437
e55c4c9c-2127-483d-84f8-312cd397fe65,Alyssa Wong,2024-03-26,1003
8f6850dd-13ce-4603-a134-26f0b19f375a,Steve Patel,2024-01-15,28313
45f8ea87-9e2d-45ee-8090-c37fd8880531,Robin Santiago,2024-05-25,58498
1fa99eae-15ec-4536-8766-739d00030b54,Andrew Levine,2024-07-03,24786
88855265-33ca-40cd-ac71-68c1c245510b,Sarah Williams,2024-09-11,82032
85a6b1c7-bb4a-465d-8eb8-f01dba0c77c5,Rick Bradshaw,2024-01-05,63841
c1ddb086-069b-4c79-8de6-e0b6ade11d9d,Connie Wise,2024-02-25,50772
0ad6f487-3fe1-4276-81c9-0a063d38c51d,Sharon Henry,2024-03-24,71050
79830adb-0c8f-457f-b6fc-73f5f635074d,Victor Trujillo,2024-02-03,20772
b1f636d0-ad04-40fc-93b5-c7368f214597,Joseph Wong,2024-05-14,82101
393106dd-aa83-453e-bb8f-2388aa679984,Daniel Schneider,2024-06-18,35363
8f6377c0-6f94-4046-8b80-fa227b2b09b7,Thomas Chambers,2024-05-06,24283
606c3fed-6028-4151-a779-61327cf881d0,Matthew Roberts,2024-02-27,71745
a0af57bd-c19d-4dfe-9b7b-f7dfcd49dff8,Ms. Sandra Terry,2024-03-30,32394
90c483e5-8919-4db1-a590-f0763e18fd6c,Dustin Robinson,2024-07-12,56305
089cfffc-4617-429c-958f-91d90fb8c2a9,Kayla Peterson,2024-02-28,38509
8948467c-a680-426b-be54-8d326a0bf769,Heather Kelley,2024-04-27,97886
f2debc12-eb62-4aac-8a6d-c439c509236b,Richard Davis,2024-03-23,57410
1848b25a-73c8-48e2-a2f8-511b29ba2054,Billy Smith,2024-01-16,33157
b50a49ab-25c4-40f4-b534-755b57fdbabe,Alexander Lee,2024-03-26,73707
fa951f28-8ecc-4a1f-b3ca-e78b484a5756,Robert Brooks,2024-03-31,83480
75ba1c5f-b542-4940-a0e8-89feb4dd5e5e,Paul Williams,2024-02-01,42204
090ca2e2-e782-46a6-8645-d4950a0ce1ed,Connie Jenkins DVM,2024-04-02,60441
efbb37c4-13ce-417e-893f-0bad83acf0b1,Christie Meadows,2024-09-05,65890
f058633e-fd27-484a-83cc-d68923f5bbc0,Gilbert Henry,2024-03-22,38870
5eb97723-1d24-4fea-bbc9-f578543b48bd,Jordan Ramirez,2024-02-24,95583
fb4c59cc-b323-4b26-8049-48cb60b49bd8,Tanya Anderson,2024-02-24,40472
c0c0ee96-45d1-4093-876d-192a011e4fe5,Veronica Todd,2024-04-17,12468
076a6e91-357f-4cb0-99b0-cd67444ee769,Julie Lopez,2024-04-04,96229
837ac489-8d53-4fbe-a58e-b338758934ad,Amanda Roach,2024-02-17,93916
319078ab-c938-4174-bb03-0b71bf52a8fd,Raymond Prince,2024-03-11,98149
652039de-a062-4fc8-9b8e-92031c80180d,Danielle Ellison,2024-08-26,84404
e062f955-eee0-4d7e-8bb7-c4acdb89e21d,Robert Wilson DDS,2024-07-22,88727
2ba6812b-96c6-48ab-8c96-94a2b97608a4,Daniel Hernandez,2024-02-16,20479
eb5f76b4-eade-4c7b-873d-e9e3290db264,Meghan Robinson,2024-05-19,75286
d5e0599f-306e-4aeb-ae58-d801bd7affff,Robert Smith,2024-07-11,3159
8a6c1771-3902-4b21-b424-ea218bfa6edc,Sherry Pierce,2024-02-14,19888
eb037e9f-deab-4fb1-b1c0-f8df0e5a1972,John Farmer,2024-07-22,90309
bedf8736-dff7-4dab-95ce-2f66cfe47caf,Derek Woods,2024-08-11,65488
48715775-4aca-44a3-8bd8-3f49154138d9,Jack Lee,2024-02-25,84242
95c8c6ec-b7a5-47b4-b8d1-df19a8713058,Marcia Brown,2024-04-05,92309
85449b6b-53c5-4821-b206-fef9d651979e,Carolyn Smith,2024-02-20,97615
4fa2faa0-21a6-4838-b099-2c3d7cb522b7,Brent Long,2024-06-30,72402
002b5d24-15a9-4bb3-afab-18cb86c8d169,Luis Chang,2024-05-04,44460
1f0c8df3-94c5-452b-a2e9-5371542e9355,Rhonda Lee,2024-09-14,40772
e4205a9d-883f-4ecc-a9d5-2faeef1e0107,Robert Humphrey,2024-03-01,41190
b62ffc3a-08d1-4bc3-a6ce-9fdf39d18c74,David Davis,2024-07-01,91401
8eeb7588-3abe-438a-b111-50a31b2b26f7,Vickie Livingston,2024-06-26,52507
9b0d291c-f3f8-4755-94c1-2bb5c84cf0e6,Nicholas Hansen,2024-05-30,75815
207308ac-2f5a-4906-b684-da0799b71e8f,Ricky Hanson,2024-07-17,30764
89e6d6c6-591c-43ab-a134-5dc681c6afb2,Lynn Mathews,2024-08-15,54413
424f4ac2-18b7-4ad0-9167-6d70a70eb8e1,Mario Wagner,2024-09-12,53267
d402525f-e8ac-47b4-a6be-ad87b1eb9288,Michael Wells,2024-07-14,39664
5ae5f792-4713-4b6a-bfdf-b0b70ca73de1,Christopher Newton,2024-01-14,21808
715a6e53-cf37-45a1-9b93-272f27d540db,Reginald Barnes,2024-04-28,25800
95be745a-a8b6-47b9-9678-7ab07572d582,Phillip Mcfarland,2024-08-19,59299
f3b8531e-c456-4416-bb94-c5316bcb7c5a,Kyle Gonzalez,2024-06-23,42599
2fd4f796-04ba-4240-8b71-076286a4a80d,Adam Anderson,2024-07-14,66082
2702133d-c235-4f90-a21a-d5534ea80142,James Gonzalez,2024-04-03,65780
a559312f-cc08-4753-8902-ce7d7771a162,Dustin Perkins,2024-04-03,55705
11440605-3336-4cd9-9b67-c4e2ef9dc158,Mason Bray,2024-02-27,27003
05a263a1-d98c-499c-bc35-540325032bbb,Clifford Keller,2024-08-25,79361
f8abea40-a7a6-44fc-8348-1477b498a727,Richard Hancock,2024-03-13,25714
458f4109-b309-4518-851c-3c7fd8b6125c,Amanda Harris,2024-07-26,12063
0c677541-f777-46b9-9f16-56489eccc9bf,Linda Ross,2024-03-15,4004
00f53d42-eac8-457d-822d-f2b94c8773c4,David Olsen,2024-04-03,23839
0ccc8f22-bf52-4f64-becd-b8854455e110,Barbara Clark,2024-04-12,431
63c3bd26-daa2-4a52-b6d7-d43079698ce8,Lisa Huynh,2024-08-15,93612
2e2d0f20-d1eb-4a48-b76d-87c1c0a7ef44,Craig Atkinson,2024-08-24,30057
993c93cf-f5d7-4bd7-807a-e51a9e3fc725,Anthony Moses,2024-05-21,11038
19699d57-9171-4f33-a07b-4e4ad04ee084,Ronald Ramos,2024-06-16,48704
ece00fdf-00b2-4dfe-bbbe-c3d1841c8e7e,Tanya Jennings,2024-01-22,40874
ecd8f32e-784f-4e07-ac03-a96befe7a17e,Harry Carlson,2024-07-16,83781
79d33c06-9f18-48cb-9774-0c82370bb025,Christopher Delgado,2024-06-23,5680
f14bc764-79a3-4483-82df-751bba967407,Mrs. Ashley Cross,2024-03-02,58955
b2e68574-2be9-4f55-ac83-42409f2d973a,Christopher Jenkins,2024-06-19,8616
bef41455-e940-4996-ae4f-17fc9f39ae57,Julie Diaz,2024-07-23,84276
790cd895-dc87-41f3-be38-c27ff783dac5,Justin Clark,2024-02-09,60074
7bf2f36b-9ce9-4d33-ad26-2851a7e04cde,Kristina Marks,2024-01-21,85796
d0e7be09-11c8-44a3-947d-4e1f5546e920,Alexis Barnett,2024-01-03,35958
93edbcd5-b36f-4747-9198-180648031082,Jessica Wright,2024-05-20,24750
e7d3f8be-b583-40a2-81b4-d23792a9657f,Margaret Raymond,2024-04-15,19670
8908c14f-f660-4357-a8cc-4daf9f303211,Jasmine Adkins,2024-07-22,50046
f924ff97-f186-46dd-815d-adeb2f2cca73,Tyler Faulkner,2024-03-08,21756
85502604-f0a9-4bba-91d9-b575f3d3ddff,Carolyn Barton,2024-07-26,37012
77512cb0-797c-4a5e-9be6-2ffc7a5869d1,Michelle Lewis,2024-02-18,30770
7303a5fa-2a4b-4eb6-b8d0-d90e6c89bd84,Jonathan Stone,2024-05-15,1809
dc4b9032-0919-46a3-85e6-592da2375313,Dustin Sims,2024-09-03,99092
dcc4719d-4a64-4f4a-a9fe-1d64d2853d13,Joshua Newman,2024-02-28,90707
f12420ba-cd96-4ac9-bb61-12be97348588,Christopher Sandoval MD,2024-02-13,73007
ec20a035-7e55-457c-86da-3f32ac764c3d,Thomas Copeland,2024-02-25,2362
2e163316-9127-44bf-9f1c-f586194e9082,Nicholas Galloway,2024-01-28,13714
be464dee-bf85-4609-bcca-cbf565987743,Philip Cooper,2024-01-13,80988
3f819447-3c44-45db-8be5-dd5b172b498b,Robert Barnes,2024-06-21,23593
e6d5475f-77aa-48a1-a583-9a52efb7cd94,Brandon Moore,2024-05-08,74569
244e8a96-bb5d-456d-91bc-212ad3122a15,Victor Taylor,2024-06-16,22692
f2a6e077-170b-43ce-bce6-9e7f6433f708,Nicole Smith,2024-06-26,64522
cb749aaf-dc72-4844-93c1-cda6e4bfe948,Tyler Brooks,2024-06-22,61573
5e91d986-83d9-4551-99b0-89566bda85f5,Jaime Boone,2024-01-03,62452
587e6902-e472-4105-866b-b014a9fa4676,Ronald Blackwell,2024-08-10,82538
9e9abab2-c686-4156-b2ef-1ff0e38b0255,Brooke Quinn,2024-04-04,22836
5652f9c6-1f2e-44e5-a408-a15267b3ac56,Nicholas Carson,2024-08-08,59373
43533570-98e7-46b2-8b25-b8fb8a61051f,Andrew Sanchez,2024-09-15,46900
cc478f1e-0700-4f4b-b022-cf6d2de986c0,Kimberly Howard,2024-04-15,99381
df8a80a0-175a-4ca4-b7a2-2883144764a8,Terri Cole,2024-07-21,33421
5b7d3326-7a74-48c4-a28b-b5fb95dbecba,Yolanda Rodriguez,2024-07-11,79026
bfdc52da-908b-43a2-879c-6f4a91c32349,Robert Curtis,2024-04-06,46475
49fbae55-0d21-4194-aa18-4437aa19f510,Joy Howard,2024-02-20,61726
2d38ccbc-0b68-4231-be0a-5bd79c6aa12f,Mary Aguirre,2024-01-06,62845
9f200371-945f-4717-b63c-4930e7161610,Casey Hoover,2024-04-24,32687
87878851-d767-49aa-baa1-233a24aad80a,Victoria Watson,2024-02-15,14851
b7f9d7fc-809d-415f-9781-f3648a8e189d,Nicole Lee,2024-06-12,33873
27c35884-87c9-4a32-8538-371e7c076773,Thomas Martin,2024-08-08,69505
214caab2-e78f-42dc-b9d9-b2aca857db12,Dr. Kelly Valdez,2024-08-31,21931
bcbff03d-4e7c-44a9-bd2d-f6b44cb4b3f8,Vanessa York,2024-09-03,17458
2094cbb5-793a-4436-ae6f-878d64cf2832,Nancy Bryant,2024-02-29,19872
b49bfe97-ad24-48ce-8336-1ea7f5e794c0,Pamela Sanchez,2024-08-27,40345
1d804e65-731c-4ef5-9334-c0ba494d5b56,Shelly Smith,2024-07-06,30083
b389f810-3985-416f-b874-ed3516a0c915,Amy Leon,2024-01-09,83998
bb01f85f-e396-4d01-adec-ec9bcb0b934b,Angela Herrera,2024-09-22,38152
9ef26075-2749-4d04-ad3e-d2de1bc847b7,Paul Chavez,2024-04-13,87886
c9b6b62b-460e-4df3-94fb-512751b38af5,Chad Jones,2024-05-16,95683
b99a0b97-bd2f-4cc8-9433-e11c8dbfef53,Luis Shaw,2024-02-11,36841
a73ad47f-79bf-4a09-a7a2-3c1880fd595b,Douglas Velez,2024-09-17,9057
f52dcd0e-d1c7-4689-930b-ef81d2765ed8,Kelly Ortiz,2024-08-16,45246
b47f5028-7e1f-4668-9b96-fdfc60da428a,David Torres,2024-04-09,66898
ed1fffd8-8a70-4eb4-af96-121ba917fccf,Gregory Hartman,2024-06-23,9950
1832e080-dbd2-4f87-a7fd-f2cfca8eb95c,Mr. Troy Cole,2024-08-07,27806
af4d3c35-7e1d-4ec2-8516-95538920458f,Stephanie Carter,2024-01-12,29809
fa9b73ce-ee3f-4c24-8e02-588f6ef68979,Andrew Williams,2024-02-24,91089
1d32d4e6-2c22-4400-8ef2-30649b80cd47,Clayton Wolfe,2024-08-23,25410
f97a97a4-5c42-476f-9987-40429468d81e,Paul Marshall,2024-08-03,30429
65e56534-9209-4f8b-919b-1959645a7c45,Trevor Sims,2024-05-14,47873
8aab3489-0c4c-4250-b428-51dfe3f8f437,Kayla Holland,2024-03-24,12060
64bafb3e-6d4a-4639-982a-2e95df154efe,Erin Phelps,2024-06-13,24647
6145ec9a-8747-4353-82d3-6663edbc73b1,Shannon Wright,2024-08-15,1776
159e96f0-a230-4e4e-b0d5-4cc0f052a3b1,Susan Riley,2024-02-23,7420
a8492536-a7d9-4fa1-b491-99c0df21e58f,Anthony Vargas,2024-02-18,7606
891089cd-b457-462c-84e5-11de73076522,Kyle White,2024-03-27,4247
2a268519-7ea7-4204-b1d8-7ec190c67df0,Richard Stewart,2024-07-19,35831
125ca684-02b5-405e-bf03-a0c54fcc11c9,Bryan Thompson,2024-09-10,94580
269620b5-6e02-4239-9a80-a11c2a996395,Kayla Buck,2024-09-09,1236
0b0db8bf-8914-4bdd-b899-5c2695dbb6ba,Judy Fields,2024-02-24,80582
a763cac0-140e-4c73-bed9-3aba6d7784d9,John Schmidt,2024-06-18,1440
761e3911-4c4e-49c0-a9b9-48b16cedadaa,Vanessa Day,2024-05-18,65770
0511c861-a1c1-4d38-9180-907d84273706,Rebecca Nelson,2024-01-05,50671
06d6c7e8-8b33-4a2d-a4df-ed2e420d9110,Jessica Mcmillan,2024-03-20,72263
9e525eb1-b19c-44ef-a92a-0ed309fc5188,Brianna Golden,2024-06-02,64261
54d9ae93-1609-40fd-90e9-87566dff5c2d,Ryan Huffman,2024-05-06,43489
a9276dc8-0a8b-4191-be90-43db4979e652,Brittany Shelton MD,2024-08-16,75318
02b8ce08-f013-4dd9-949b-cdfc4778edb1,Nicole Colon,2024-02-11,28087
64c73f48-f2a2-4ca6-80e3-4d1f6f467bc6,Ashley Schroeder,2024-05-10,4292
1c985b75-0dc6-48f7-905d-5088c9e4500d,Misty Hicks,2024-06-27,16625
7b828088-2c65-4bed-9265-5cd7e922be4a,Donna David,2024-04-26,38284
cc8a2f16-729d-4c63-bb72-d4ed60a1d3fc,Theresa Castro,2024-03-26,59420
80b38964-dc3f-4d44-824f-8b370a8107e7,Charles Pope,2024-05-23,68041
9ed3fddd-243f-497e-b964-db7a46c451ff,Jeffrey Solis,2024-01-06,57096
9f3c3a75-f56f-480c-9ce5-5ab62bc5feed,Jamie Thornton,2024-05-30,63643
1f7025b8-40b0-4dc2-a19e-ae72a9bb421a,Toni Hill,2024-05-04,46728
b2af755c-df3b-4a81-8420-40e55b9849bf,Colton Fritz,2024-05-13,51036
